pot_or_sample,host_genotype,MAG746A,MAG215,MAG243A,MAG221,MAG420,MAG201,MAG539,MAG199,MAG242,MAG230,MAG177,MAG204,MAG33,MAG182,MAG749B,MAG286,MAG24,MAG18,MAG176B,MAG16,MAG313,MAG21,MAG191,MAG157,MAG192D,MAG154,MAG27,MAG121,MAG540,MAG248,MAG88,MAG245,MAG258,MAG220,MAG278,MAG282,MAG10,MAG146,MAG144B,MAG123,MAG714A,MAG259,MAG533,MAG62,MAG225,MAG722B,MAG148B,MAG358,MAG184,MAG169,MAG761A,MAG158B,MAG320,MAG322,MAG325,MAG384,MAG34,MAG406,MAG342,MAG373,MAG386,MAG40,MAG41,MAG417,MAG42,MAG145,MAG48,MAG5,MAG513,MAG31,MAG514,MAG523,MAG530,MAG65,MAG66,MAG701B,MAG200,MAG726A,MAG726B,MAG73,MAG733A,MAG739A,MAG746B,MAG748A,MAG749C,MAG755A,MAG183,MAG97
591,HM073,0.00526368,0.00454946,0.0160273,0.00202645,0.0110411,0.00771145,0.00419422,0.0299313,0.00217082,0.00644517,0.0113589,0.00934498,0.00168903,0.00578181,0.00606657,0.00594123,0.00456938,0.000648171,0.0173725,0.00302879,0.00925014,0.00318084,0.00735475,0.01533,0.00280293,0.00605309,0.000125912,0.016101,0.00464013,0.009461,0.00882244,0.0073266,0.0080292,0.00318861,0.0447448,0.00996991,0.00161251,0.0391814,0.013367,0.00512066,0.011648,0.0138878,0.00814875,0.0175047,0.00408692,0.0314439,0.00642364,0.00378186,0.00721921,0.0103398,0.0092721,0.00509979,0.0175599,0.0492069,0.00949681,0.00201667,0.00973301,0.0050794,0.0131358,0.0379317,0.0139887,0.00546805,0.0222058,0.00615307,0.00825863,0.00506803,0.0207054,0.00649002,0.00790137,0.00309222,0.00846405,0.0114167,0.00177567,0.00410118,0.0076841,0.0158666,0.00870414,0.0152983,0.016297,0.0152686,0.010281,0.03765,0.00267645,0.0162729,0.015324,0.0579161,0.00369843,0.00813155
592,HM202,0.0151948,0.0164568,0.00591914,0.000349017,0.00686982,0.0183139,0.00303059,0.00685948,0.00286149,0.00481743,0.00504926,0.0119232,0,0.00257515,0.00491527,0.00263073,0.0025307,0.00248654,0.00827793,0.00301154,0.00859614,0.00304423,0.00485927,0.00479385,0.00301663,0.00528422,0.000125123,0.000110422,0.00619659,0.02272,0.026109,0.0208189,0.00546325,0,0.0830967,0.00637239,0.00229403,0.00461978,0.00975664,0.00630914,0.00839563,0.00415883,0.0102653,0.00299962,0.004115,0.0527437,0.0467459,0.00805269,0.00429236,0.0147823,0.00400367,0.0060395,0.0109858,0.00826894,0.00536046,0.000187389,0.0123084,0.00519566,0.0150449,0.0224041,0.015413,0.0145459,0.0959593,0.00346366,0.0160749,0.00323162,0.00860065,0.00349042,0.00698931,0.00324753,0.0100603,0.0343517,0.000192538,0.000122695,0.00431007,0.00296423,0.00256625,0.00675378,0.0161777,0.0535734,0.00563858,0.00817303,0.0346624,0.0196182,0.00621805,0.0223834,0.00312555,0.00408247
593,HM062,0.00552516,0.014114,0.00490279,0.00178616,0.0101731,0.00644713,0.0143294,0.0315533,0.00316733,0.0040979,0.00450538,0.00599509,0.000941847,0.0021934,0.0067609,0.0389303,0.00172684,0.00057042,0.0313329,0.00484561,0.00262081,0.00364638,0.00224493,0.0141952,0.00222201,0.00404575,0.00389822,0.00813435,0.00378271,0.0498884,0.00614575,0.00427507,0.0103387,0.000491737,0.0373838,0.00413104,0.0015355,0.00324127,0.012445,0.00457672,0.0233652,0.00423209,0.0109728,0.00953793,0.0048973,0.0156399,0.00170461,0.00518161,0.00770833,0.00334158,0.018897,0.00527147,0.0255316,0.0504681,0.0216156,0.00393707,0.00762378,0.0106039,0.0112648,0.0360212,0.0317198,0.0273535,0.00978898,0.0210064,0.00681025,0.00621052,0.00475864,0.0207844,0.00987387,0.00388961,0.0160096,0.00548061,0.00285576,0.0017532,0.0028798,0.063086,0.00198425,0.0169776,0.0147345,0.00598733,0.00742852,0.0204558,0.00576694,0.00851866,0.0140328,0.0105716,0.00599525,0.00232757
594,HM106,0.00701464,0.00780441,0.00841236,0.000581428,0.00527586,0.0032017,0.0360094,0.00668653,0.00248226,0.00491885,0.01624,0.00373459,0.00137861,0.0125788,0.00609576,0.0119864,0.00777954,0.0173804,0.0200684,0.008723,0.00787638,0.00483848,0.00497338,0.0165967,0.00336943,0.00597736,0.000106809,0.000275982,0.0341993,0.0332176,0.00410827,0.0190558,0.0151703,0.000227712,0.0469221,0.00598597,0.0354998,0.00379506,0.0111503,0.0201173,0.00586738,0.00578042,0.00490832,0.00720089,0.00609056,0.0589396,0.000677649,0.00709326,0.00764882,0.0142548,0.0129515,0.00686955,0.0135465,0.0041901,0.0103798,0.00301028,0.00366215,0.00707438,0.0109418,0.0149681,0.0202666,0.00640463,0.0172966,0.000699786,0.00410331,0.00443208,0.0144811,0.0147113,0.00486091,0.00208746,0.00568078,0.00209981,0.00234316,0.00413099,0.00512228,0.0145227,0.0208045,0.00818887,0.00480657,0.00200802,0.0128311,0.0280799,0.00350217,0.011959,0.0106315,0.0938399,0.00452165,0.00771033
595,HM179,0.0121542,0.00354868,0.00776514,0.000354749,0.00710772,0.0076617,0.0139283,0.066813,0.00365247,0.00574636,0.00612469,0.00320364,0.00052455,0.00537011,0.00638099,0.00446554,0.00359108,0.0358826,0.0108638,0.00460747,0.00997555,0.00355349,0.0034815,0.00835169,0.00313098,0.00558878,0.000103804,0,0.00571191,0.0046976,0.00972617,0.0100751,0.00912231,0.00190519,0.0190051,0.00491396,0.00186536,0.00732099,0.0060779,0.0175365,0.0143747,0.00455946,0.004991,0.00381519,0.00551547,0.0738458,0.0113451,0.00371079,0.00657981,0.0113466,0.00567811,0.00454934,0.00828688,0.0106191,0.00337456,0.000268312,0.00620146,0.016831,0.0104549,0.00793501,0.0136434,0.0390089,0.0733555,0.00945529,0.00783422,0.0029013,0.0448701,0.00869036,0.00512159,0.0173804,0.00871816,0.00469013,0.000245463,0.00176686,0.0042575,0.00907691,0.00637656,0.00700137,0.00692355,0.00502277,0.0167208,0.00828017,0.0582445,0.0104378,0.0312634,0.0362321,0.00320315,0.00310477
596,HM069,0.00554721,0.00529726,0.00777707,0.00170033,0.00681323,0.00941295,0.00690353,0.0363144,0.0102025,0.00591954,0.0114234,0.0106573,0.0015898,0.003115,0.00635946,0.0208071,0.00384695,0.00248395,0.0222769,0.0036806,0.0124947,0.00431409,0.00887714,0.0140454,0.00353888,0.00591492,0,0.00107938,0.0101541,0.0028391,0.0112095,0.00707133,0.0127581,0.00895305,0.0971695,0.0107901,0.00792079,0.0277885,0.00693193,0.00618383,0.00934979,0.00848969,0.00528649,0.00388678,0.00436924,0.031298,0.00922885,0.00346781,0.00745974,0.0139134,0.00465369,0.00727691,0.0166129,0.0177263,0.00938641,0.00887595,0.012729,0.0313705,0.00907706,0.020329,0.0156021,0.00405584,0.0312506,0.00246149,0.0102135,0.00512911,0.0186793,0.0231665,0.00551368,0.00242636,0.00637336,0.0123945,0.00592698,0.00389968,0.0142494,0.0158464,0.00335233,0.0101251,0.0102882,0.0167896,0.00723531,0.00457046,0.0086288,0.00628603,0.0124151,0.0558277,0.00340054,0.00694176
597,HM006,0.00815259,0.00135759,0.00620581,0.00039218,0.00785133,0.00206348,0.000610663,0.0250533,0.000525344,0.00360956,0.0010999,0.00331687,0.000521505,0.000536069,0.00193703,0.000471774,0.000796263,0.0030435,0.0349898,0.000479453,0.00124656,0.00188442,0.00121257,0.00575579,0.00178543,0.00466713,0,0,0.00503411,0.00499145,0.00337829,0.0044303,0.0141206,0.00960767,0.469384,0.00253526,0.000619191,0.00318021,0.00593477,0.00319467,0.00879795,0.00242948,0.00655309,0.00157509,0.00132874,0.0100345,0.00210402,0.000463562,0.00647123,0.00172529,0.0042782,0.00698106,0.0340076,0.0834722,0.00225773,0.000234264,0.00134541,0.00317446,0.00567263,0.0127565,0.00813431,0.000868275,0.000964566,0.000165619,0.00236623,0.000499723,0.00278066,0.0024185,0.00644787,0.00170635,0.00903138,0.000488893,0.0003613,0.00180134,0.00660475,0.00460134,0.000409001,0.0193445,0.00607928,0.000554926,0.00573301,0.00790342,0.0112679,0.00861238,0.0134373,0.0242669,0.0082778,0.00323272
598,HM172,0.005061,0.00251605,0.00624066,0.000786825,0.00550277,0.00639141,0.00744897,0.0120054,0.00298973,0.00517263,0.00444263,0.00211113,0.00271295,0.00207925,0.0042144,0.00905927,0.00163895,0.00758059,0.0238705,0.00301731,0.00210763,0.00247957,0.00936661,0.0182226,0.00213191,0.00490561,0.000114957,0.000399518,0.00393081,0.00143539,0.00602348,0.0251029,0.00772341,0.01748,0.0713083,0.00354206,0.000905575,0.0123558,0.00512527,0.00959913,0.00754475,0.00341593,0.0046482,0.00416244,0.0044832,0.0670586,0.00204398,0.00343103,0.00623365,0.00252409,0.0112644,0.00447681,0.017114,0.0699271,0.00598513,0.00238084,0.00785263,0.022983,0.00357045,0.00745937,0.00512462,0.0565942,0.041548,0.00213422,0.00732169,0.00305366,0.0250609,0.0038881,0.00471441,0.00114183,0.00571978,0.00331699,0.00185446,0.00812236,0.00675976,0.060371,0.00214667,0.00896878,0.0139389,0.00365528,0.00539064,0.0392048,0.00270542,0.00984855,0.0173897,0.0731797,0.00309086,0.00609222
599,HM061,0.0087777,0.00810105,0.0120982,0.000118147,0.00731779,0.000496679,0.00214006,0.0345913,0.00193425,0.00513682,0.00374397,0.00454968,0.000259289,0.00151594,0.0157968,0.00172708,0.00190451,0.00234795,0.0241295,0.00179455,0.00252819,0.00339112,0.00485441,0.00894883,0.00233288,0.00636613,0,0.00201549,0.0336056,0.00174129,0.000848141,0.00735013,0.0109865,0.00853984,0.161558,0.00414578,0.00171823,0.00825471,0.00624294,0.0117183,0.0123587,0.00774327,0.0103061,0.00563239,0.00377953,0.0543901,0.00020415,0.00186471,0.0116575,0.00356732,0.00551075,0.00897381,0.0250416,0.000175245,0.00314239,0.000106827,0.00037335,0.00416071,0.0109131,0.00986589,0.0110801,0.0116368,0.00649951,0.00761294,0.000502226,0.00141432,0.00816095,0.00289184,0.00761059,0.00258426,0.0111903,0.0029901,0.000144635,0.000665354,0.00410076,0.0244436,0.00144994,0.0224555,0.00852582,0.0025481,0.00906959,0.00733102,0.0172472,0.0073777,0.065058,0.128449,0.0171079,0.00445682
600,HM084,0.0158156,0.00329658,0.00596515,0.00369415,0.00850658,0.00565607,0.00384711,0.0681796,0.00240792,0.0055163,0.00664264,0.00517486,0.00339522,0.00217698,0.0074613,0.00635073,0.00202592,0.00151866,0.0222069,0.00356317,0.0102157,0.0100385,0.00989707,0.0134783,0.00279748,0.00526486,0.0106733,0.0100085,0.0127283,0.0132058,0.00585006,0.00920827,0.0083419,0.0117477,0.0077077,0.0115444,0.00214056,0.00652258,0.00752754,0.0121547,0.019102,0.00987347,0.00689702,0.00606121,0.00413543,0.0170053,0.00385299,0.0108881,0.00660513,0.012656,0.00938942,0.00397037,0.0131639,0.00925859,0.0131696,0.0480916,0.00534367,0.0196651,0.0145875,0.0232227,0.0156784,0.00836754,0.00761587,0.0188674,0.0064667,0.0145916,0.0124208,0.0110179,0.00713992,0.00246151,0.00908047,0.0177611,0.0257648,0.00606757,0.00437899,0.0329382,0.00214476,0.0125046,0.0102831,0.0170031,0.0049501,0.0326645,0.00459721,0.014792,0.0144646,0.0524155,0.00422982,0.00793815
601,HM151,0.0064193,0.00344199,0.0137912,0.000367801,0.00400457,0.0131812,0.00158574,0.0103742,0.0015767,0.00526359,0.010167,0.00564833,0.000564102,0.00217151,0.00201698,0.0212234,0.00228255,0.0040202,0.0125797,0.00144088,0.00595249,0.00295203,0.00165441,0.00607402,0.00283686,0.00507154,0,0,0.00427242,0.00144371,0.0139834,0.0109739,0.00416369,0.0328757,0.0188488,0.00406102,0.00131997,0.0210129,0.00880621,0.0115808,0.00655642,0.00505901,0.00418578,0.0019794,0.00309524,0.0177981,0.0010365,0.00160039,0.00571993,0.010983,0.00613444,0.00403023,0.0133721,0.250512,0.0038478,0.000319206,0.0120296,0.0123746,0.0106203,0.0182598,0.0154141,0.00756696,0.0184737,0.00205823,0.0169087,0.00348895,0.0201359,0.00250665,0.00410304,0.00319061,0.00480685,0.00128184,0.000333656,0.00191396,0.0145025,0.01301,0.00259313,0.00480725,0.00824302,0.00125133,0.0372604,0.0293577,0.00525274,0.0113213,0.00514323,0.092097,0.00143152,0.00202689
602,HM203,0.0351282,0.00450935,0.0200365,0.000259776,0.0148454,0.0150445,0.00540265,0.0304729,0.00328318,0.00638902,0.0126612,0.00968803,0.00019779,0.00284564,0.00276091,0.00372665,0.00262603,0.000764711,0.00680068,0.00311101,0.00395219,0.00425097,0.00280336,0.0155708,0.00362601,0.00945642,0,0.00024583,0.0139597,0.0279751,0.0118843,0.0165836,0.00885099,0.0043117,0.0392498,0.00656656,0.00330088,0.0437805,0.0075403,0.0302725,0.00647433,0.005681,0.0064191,0.00369141,0.0051851,0.0201754,0.00196669,0.00372918,0.0138312,0.00492333,0.0157618,0.00660007,0.0155003,0.0228498,0.00446018,0.000623139,0.0118588,0.0215546,0.00875686,0.00804961,0.00784095,0.0230146,0.0374395,0.0195384,0.0136389,0.00731381,0.0138159,0.0152476,0.00688734,0.0185043,0.00855021,0.00935695,0.000680194,0.000236057,0.00697009,0.00428526,0.00286745,0.00722481,0.024129,0.00779559,0.0402239,0.028439,0.0145981,0.0305179,0.014123,0.00854044,0.00305882,0.00233434
603,HM118,0.0289284,0.00803949,0.0136691,0.000646533,0.00443211,0.00594903,0.00253144,0.0165092,0.00299322,0.00537859,0.00966867,0.0029693,0.000851599,0.0050963,0.00235115,0.00799329,0.00293211,0.002176,0.0104035,0.00179128,0.0079074,0.00309449,0.0100054,0.0315073,0.00343567,0.00612864,0.000167201,0.000228872,0.00466685,0.00188618,0.00750294,0.00642166,0.00526139,0.000146148,0.147769,0.00421114,0.00159923,0.0222445,0.00517852,0.00667891,0.00525517,0.00527318,0.00518745,0.00224281,0.00460527,0.038558,0.00961755,0.00258017,0.00421484,0.0130009,0.0105645,0.00643103,0.0116162,0.103366,0.00310882,0.000393843,0.00706218,0.0227911,0.0145179,0.0131653,0.0135375,0.0234365,0.0721648,0.000280107,0.00700433,0.00258825,0.0296176,0.00434271,0.00464006,0.00822679,0.00744437,0.00278154,0.000578545,0.00392879,0.00497841,0.011259,0.00372623,0.00505431,0.00584436,0.0029362,0.00787201,0.00611765,0.0161948,0.00852499,0.00938351,0.0354515,0.00165637,0.00552481
604,HM195,0.0145953,0.00486829,0.0101333,0.00634068,0.00487754,0.00298048,0.00202595,0.0750796,0.00201975,0.00546364,0.00590866,0.00337838,0.0100652,0.00161262,0.00424981,0.0120838,0.00183326,0.00859781,0.0163677,0.0018499,0.0110951,0.0153898,0.00316965,0.00887285,0.0056902,0.0103843,0.00771254,0.0010481,0.0055159,0.00670985,0.00311761,0.0338884,0.00504305,0.0132689,0.0224971,0.00701789,0.00523326,0.0182841,0.00742846,0.00696313,0.00828792,0.00609736,0.00699251,0.0149352,0.00308077,0.0240043,0.00606855,0.00225988,0.00638083,0.0151938,0.0077507,0.00518979,0.00713102,0.114104,0.00683794,0.0057715,0.0030132,0.00816974,0.0127784,0.0167158,0.0188815,0.00565421,0.00450222,0.00618568,0.00385855,0.00395129,0.00416187,0.0335911,0.00490427,0.00910221,0.00561421,0.0074288,0.00435205,0.0214082,0.00740253,0.0175169,0.001591,0.00988438,0.0196128,0.00696984,0.0118615,0.0145897,0.00722197,0.014505,0.0175715,0.0562247,0.00298321,0.00504418
605,HM087,0.0254197,0.00232708,0.0102134,0.000359161,0.00586225,0.00810908,0.00590115,0.00877845,0.00393959,0.00466213,0.0275718,0.00354011,0.000216116,0.00546992,0.00467663,0.00389096,0.00276421,0.000659433,0.006121,0.00406027,0.00344032,0.00413246,0.02659,0.041876,0.00361821,0.00524004,0,0,0.00580899,0.00258075,0.00950262,0.00620185,0.011041,0.00146666,0.0511392,0.00447675,0.00163937,0.00373118,0.00778267,0.0229464,0.00462017,0.00578916,0.00461178,0.00485182,0.00463906,0.0178551,0.0314425,0.0420019,0.00699142,0.00379889,0.00652365,0.00570427,0.00925594,0.0108571,0.00766399,0.000206304,0.00684082,0.00717179,0.00953475,0.0133564,0.0165035,0.0351243,0.0224155,0.0341057,0.00916827,0.00353419,0.110704,0.0152078,0.00434569,0.0354016,0.00658084,0.00803481,0.000280732,0.000526475,0.00426673,0.0123998,0.00418681,0.00464032,0.00340066,0.00594984,0.0319772,0.0161159,0.0227894,0.00478166,0.00555895,0.0171825,0.00278,0.0105629
606,HM120,0.0205475,0.00368219,0.00463709,0.000492387,0.0166726,0.00844175,0.00303196,0.0174268,0.00251638,0.00589695,0.0243726,0.00582824,0.000619855,0.00491501,0.00897025,0.00565862,0.00402073,0.00339761,0.015201,0.0023374,0.00516691,0.00274105,0.0037625,0.00904818,0.00276688,0.00959326,0,0.00014429,0.00453238,0.013663,0.0118064,0.0103557,0.0159705,0.0272685,0.0480508,0.00498867,0.00177881,0.00957652,0.00527674,0.00676216,0.0137965,0.00390261,0.00937527,0.00631816,0.00402489,0.0646446,0.00899491,0.002502,0.00662586,0.0102148,0.0109886,0.00543964,0.0266574,0.0408449,0.0171176,0.000468639,0.00766696,0.00783929,0.0176285,0.0356018,0.0138707,0.0159761,0.0295652,0.00562741,0.0102472,0.00274512,0.00677707,0.00966822,0.0099963,0.00749403,0.0110436,0.00734385,0.000416277,0.00202986,0.00336329,0.0281445,0.00628089,0.0120114,0.0178852,0.00858635,0.00558313,0.0426166,0.031877,0.0108299,0.022488,0.0160418,0.00528184,0.00363619
607,HM053,0.0217827,0.0103677,0.00839394,0.000990092,0.0116237,0.0054767,0.00484262,0.0544868,0.00345809,0.0053944,0.00959295,0.00895237,0.00131527,0.00474945,0.0135984,0.0116877,0.00401466,0.00261701,0.0141838,0.00340443,0.00515271,0.00366931,0.00476004,0.0101017,0.00327179,0.00558017,0,0.0040572,0.00998761,0.0286701,0.00598485,0.0150689,0.0136644,0.00162806,0.0494627,0.00619138,0.00210799,0.00704163,0.008008,0.011402,0.0135022,0.00582224,0.0067761,0.00973405,0.00481057,0.0572778,0.00422446,0.00677061,0.00691421,0.00891785,0.00797761,0.00905245,0.0095962,0.00720477,0.0144467,0.00139573,0.00564233,0.0219445,0.0129932,0.0146969,0.029789,0.0101641,0.0399113,0.00443267,0.00700405,0.00431975,0.0214776,0.0183177,0.00718023,0.00865025,0.0120445,0.00521669,0.00118557,0.00503372,0.00429953,0.0174634,0.00407759,0.0103394,0.0154467,0.00597888,0.0261511,0.0130396,0.0115146,0.00955643,0.0436662,0.0258923,0.0051608,0.00624251
608,HM089,0.010047,0.00344148,0.00735175,0.00769716,0.0142707,0.00638985,0.00236739,0.0171109,0.0020031,0.00369322,0.00351765,0.00359937,0.00146132,0.0102516,0.00862345,0.0116832,0.00404903,0.00010106,0.0218591,0.00206144,0.00245925,0.00341084,0.0125105,0.0224981,0.00301008,0.00439941,0,0.000486242,0.0045297,0.00581295,0.00528349,0.00410125,0.0212294,0,0.0506602,0.00356749,0.0023536,0.010024,0.00589589,0.00511619,0.0196805,0.00601525,0.010939,0.00474506,0.00313356,0.0821908,0.0104303,0.0118838,0.00332372,0.00362515,0.0139628,0.00474041,0.0519302,0.00365515,0.0232585,0.000830086,0.00499374,0.00350969,0.00416649,0.0319781,0.00889294,0.00349684,0.0170731,0.00172592,0.00693319,0.00319183,0.0366569,0.0141699,0.0113956,0.011181,0.0137176,0.00283966,0.000894823,0.00450827,0.00417278,0.053903,0.00667252,0.0149697,0.0494647,0.00309034,0.0106468,0.0148557,0.0214137,0.00446943,0.0139915,0.0452241,0.00407921,0.00844814
609,HM091,0.014062,0.00754291,0.00566258,0.00133625,0.00970059,0.00664564,0.00487713,0.0372289,0.0024747,0.00465959,0.00365899,0.0104503,0.00233133,0.00237353,0.00183365,0.00212428,0.00200499,0.00107179,0.00505317,0.00302377,0.0075442,0.00317404,0.00635078,0.00483302,0.00281235,0.00573264,0,0.000624001,0.00817265,0.00878137,0.00746991,0.00749607,0.0118106,0.000432979,0.255871,0.00674717,0.00208939,0.00448542,0.0049789,0.0160075,0.0061135,0.00434941,0.00640601,0.00355617,0.00559119,0.0287716,0.00196808,0.00295594,0.00678474,0.00581919,0.00510468,0.00861771,0.0101552,0.0106802,0.00262223,0.0155032,0.00489175,0.023687,0.014525,0.0168955,0.0181085,0.0167048,0.0139884,0.0138372,0.0102616,0.00241354,0.00439651,0.00502556,0.00692802,0.00345371,0.0122495,0.0171637,0.00937297,0.0103468,0.00430681,0.0159559,0.00210269,0.00651426,0.0047481,0.0222151,0.00901425,0.00897945,0.0420547,0.0117301,0.0280289,0.0142745,0.00278043,0.00451547
610,HM060,0.00740522,0.0120925,0.0128338,0.000623202,0.0145647,0.0101094,0.00821726,0.0377588,0.00235449,0.00511551,0.0048984,0.00614441,0.00529831,0.00688336,0.0324914,0.0143772,0.00691283,0.00516459,0.0350768,0.00450372,0.00752204,0.0043308,0.0045863,0.0119639,0.00307375,0.0051853,0,0.000194027,0.00586099,0.00826624,0.00789735,0.0226943,0.0100266,0.011792,0.0226289,0.0161753,0.00229917,0.00664063,0.00966406,0.042358,0.0168143,0.0165536,0.0102195,0.0105532,0.00454424,0.0135506,0.0010945,0.00442662,0.00894186,0.0139502,0.0184316,0.0074491,0.0169789,0.0167386,0.0193969,0.000503248,0.0104151,0.00616369,0.0157654,0.024402,0.0261336,0.00815871,0.00502603,0.000976821,0.00970173,0.0053352,0.00766879,0.00567776,0.00978008,0.0075426,0.0125786,0.0198179,0.000522674,0.00431872,0.0112098,0.00637639,0.0101449,0.0138661,0.0181766,0.0216512,0.00516303,0.0277954,0.00498739,0.0169764,0.0164033,0.033609,0.0133956,0.00412707
611,HM045,0.0135874,0.00440874,0.0184106,0.00373729,0.00865839,0.00787125,0.00479397,0.0198935,0.00380081,0.00675803,0.021367,0.00928523,0.00203713,0.00845925,0.00181795,0.00241478,0.00440975,0.00219496,0.0103628,0.00286474,0.0331368,0.00718159,0.00390827,0.015422,0.00452912,0.00681883,0,0.0136006,0.00645244,0.00441334,0.0104516,0.0147347,0.00449532,0.0197912,0.015765,0.00699797,0.00395243,0.0232413,0.00755374,0.00644057,0.0135626,0.0069053,0.0100735,0.00196565,0.00485268,0.0135744,0.0155136,0.00202584,0.00734019,0.0218686,0.00434601,0.0192887,0.00647846,0.0292029,0.00249979,0.0174536,0.00743669,0.0208027,0.0129534,0.00871148,0.011419,0.0112377,0.0141879,0.000381112,0.00886992,0.00213321,0.0210848,0.0494696,0.00598695,0.0127597,0.0105641,0.00402131,0.0261708,0.00502541,0.0291373,0.00457809,0.00518337,0.00548051,0.00777098,0.00459062,0.028231,0.00636004,0.00686589,0.0241109,0.0249048,0.0695447,0.0016191,0.00543476
612,HM152,0.0203129,0.00644254,0.00665908,0.00279973,0.00437329,0.00286883,0.0131151,0.0170476,0.00454676,0.00510399,0.00548852,0.00527829,0.00439449,0.00441324,0.00327676,0.00394901,0.00303526,0.029515,0.00681451,0.00512306,0.0086225,0.00388586,0.0102747,0.00703719,0.00426415,0.00662454,0.000118739,0.00427883,0.00626453,0.00486641,0.00345308,0.00779771,0.00505782,0.000754147,0.0687817,0.0054481,0.00198799,0.0294333,0.00719409,0.0329115,0.00524874,0.00691937,0.00438802,0.00529619,0.00584404,0.0462006,0.00325109,0.00759015,0.0138734,0.00927506,0.00860819,0.00756118,0.0121874,0.0619006,0.00481192,0.015379,0.00286366,0.013438,0.013051,0.00799134,0.036609,0.017613,0.0160433,0.00736836,0.00298021,0.00393789,0.0105305,0.00441588,0.00440487,0.00673747,0.00657012,0.00930709,0.00923233,0.0164061,0.0120793,0.0158774,0.00387846,0.00492872,0.00750681,0.0115549,0.017327,0.0246866,0.015274,0.00866883,0.0463251,0.0254997,0.00309647,0.0218468
613,HM005,0.0193219,0.00449246,0.00938365,0.0032953,0.00945643,0.00421549,0.00248364,0.00757052,0.00312331,0.00327075,0.00804039,0.00397554,0.00310234,0.00161678,0.0727446,0.0188194,0.0023048,0.00150674,0.00564405,0.00203894,0.0107099,0.00364975,0.00959572,0.0105003,0.00248954,0.00539766,0,0.0247196,0.00720209,0.10489,0.00421602,0.00502967,0.00692426,0.0252238,0.0680505,0.00494778,0.00235159,0.0148157,0.00999058,0.0182903,0.00825236,0.00466169,0.00617312,0.00790485,0.00369388,0.029495,0.0231199,0.00506494,0.00439048,0.0111238,0.00523769,0.00716993,0.014155,0.0247695,0.00407121,0.00157563,0.0031607,0.00348432,0.0089884,0.013319,0.0171245,0.0076848,0.00675859,0.0117222,0.00538673,0.0142356,0.00577952,0.00428624,0.00561043,0.00432366,0.00550013,0.00190461,0.00139698,0.0050732,0.0174403,0.00652496,0.00164064,0.00552383,0.00811873,0.00173928,0.00590404,0.00708736,0.059682,0.0042877,0.0315217,0.0201661,0.0082644,0.0100985
614,HM121,0.026673,0.00468543,0.00708173,0.000335148,0.00862053,0.0114627,0.00332298,0.0605,0.00341004,0.00614709,0.00802964,0.00567649,0.00103064,0.00219068,0.00285263,0.00907257,0.00209983,0.00298927,0.0179065,0.00234611,0.00515287,0.00466873,0.00757365,0.0146365,0.00427618,0.0064762,0,0.000121952,0.00681825,0.00531099,0.0159531,0.0201747,0.0212264,0.0101482,0.00671025,0.0061912,0.00208489,0.00693641,0.00689093,0.0452983,0.012596,0.0185599,0.00581056,0.00413809,0.00396516,0.0566557,0.000773653,0.00241237,0.0101205,0.00904126,0.00665229,0.0044614,0.00977568,0.0104123,0.0114848,0.000300751,0.0126494,0.0283674,0.0150662,0.00944458,0.016997,0.0103813,0.0629142,0.000533098,0.0166447,0.00323021,0.0263367,0.00920957,0.00582584,0.0113976,0.00733557,0.00195254,0.000332072,0.00443718,0.00714534,0.036586,0.00202104,0.0113037,0.0227148,0.00190343,0.0120432,0.00752806,0.0182088,0.0139167,0.024846,0.0349985,0.00291851,0.0105676
615,HM146,0.0241871,0.00349759,0.00547866,0.0010703,0.00496539,0.00375379,0.00147431,0.0561116,0.00160572,0.00476268,0.00619402,0.00240041,0.0016285,0.00379822,0.00150009,0.00340765,0.0026158,0.00842365,0.0104525,0.00120827,0.00394483,0.0019389,0.00310573,0.00988039,0.00269659,0.00444296,0.000335355,0.000234667,0.00422689,0.0041883,0.00501495,0.018274,0.00536748,0.0126969,0.0339069,0.00252365,0.00325833,0.0116577,0.00329168,0.00656156,0.00406725,0.00408708,0.00370784,0.00267292,0.00364071,0.0114959,0.012883,0.00185112,0.00486078,0.00352155,0.00425752,0.00414399,0.00656949,0.359171,0.00225131,0.000594061,0.0039286,0.00784994,0.00670398,0.00785582,0.00924223,0.0123562,0.0224458,0.00588784,0.00484208,0.00189475,0.00459698,0.00207969,0.00323535,0.00304275,0.00492806,0.00213255,0.000652431,0.00658623,0.00314106,0.00930643,0.00309009,0.00491825,0.00381025,0.00216031,0.00584734,0.00691395,0.0565302,0.0114947,0.0358542,0.0249629,0.00351552,0.00233432
